state,city,city_pop,cvs_count,under,under_count
Arkansas,Fayetteville,87590,2,True,1.0
Arkansas,Little Rock,197312,3,True,3.0
Arkansas,Fort Smith,87891,1,True,2.0
Arizona,Peoria,175961,9,False,-4.0
Arizona,Maricopa,52127,1,True,1.0
Arizona,Casa Grande,58632,1,True,1.0
Arizona,Flagstaff,75038,2,True,0.0
Arizona,Buckeye,79620,1,True,1.0
Arizona,Goodyear,86840,3,False,0.0
Arizona,Avondale,87931,1,True,2.0
Arizona,Yuma,98285,4,False,-1.0
Arizona,Surprise,141664,5,False,-1.0
Arizona,Tempe,195805,8,False,-2.0
Arizona,Glendale,252381,5,True,3.0
Arizona,Scottsdale,258069,13,False,-5.0
Arizona,Chandler,261165,12,False,-4.0
Arizona,Mesa,518012,18,False,-2.0
Arizona,Tucson,548073,25,False,-9.0
Arizona,Phoenix,1680992,44,True,6.0
Alaska,Anchorage,288000,2,True,7.0
Alabama,Tuscaloosa,101129,7,False,-4.0
Alabama,Auburn,66259,4,False,-2.0
Alabama,Dothan,68941,4,False,-2.0
Alabama,Hoover,85768,4,False,-1.0
Alabama,Decatur,54445,2,False,0.0
Alabama,Mobile,188720,13,False,-7.0
Alabama,Montgomery,198525,11,False,-5.0
Alabama,Huntsville,200574,9,False,-3.0
Alabama,Birmingham,209403,12,False,-6.0
Alabama,Madison,51593,3,False,-1.0
